1	2	6
1	4	2
1	8	6
1	9	10
1	10	1
1	12	3
1	15	8
1	16	5
1	21	2
1	26	3
1	29	2
1	42	1
1	130	8
1	1297	11
1	2309	12
1	2541	7
1	3001	9
1	3223	10
1	3804	7
1	4688	3
1	4691	11
2	6	4
2	12	2
2	14	8
2	20	8
2	23	8
2	24	1
2	37	6
2	41	3
2	44	10
2	48	8
2	159	8
2	225	6
2	1065	9
2	1453	2
2	3819	1
2	4500	8
2	4630	6
2	4867	2
2	4925	3
3	2	4
3	3	2
3	5	5
3	23	6
3	28	3
3	30	1
3	37	4
3	41	1
3	46	1
3	49	2
3	633	9
3	1292	7
3	1932	6
3	1939	1
3	2859	5
3	2935	4
3	2999	3
3	3430	5
3	3606	9
3	3752	1
3	3875	8
3	4082	4
3	4967	5
4	2	5
4	3	4
4	10	1
4	16	3
4	26	1
4	37	7
4	1010	1
4	1546	10
4	2238	1
4	2836	10
4	2878	9
4	3197	1
4	3396	4
4	3767	8
4	4127	1
4	4137	1
4	4336	1
4	4991	6
5	11	3
5	22	6
5	24	1
5	25	8
5	33	1
5	34	5
5	37	6
5	41	3
5	49	4
5	293	2
5	1952	7
5	2098	9
5	2136	1
5	2177	1
5	2465	1
5	2581	1
5	2883	1
5	4313	1
5	4375	4
6	5	2
6	8	4
6	13	9
6	14	1
6	19	1
6	35	8
6	37	2
6	49	3
6	68	3
6	439	7
6	480	1
6	485	8
6	1165	2
6	1167	1
6	1261	8
6	2304	1
6	3665	1
6	4189	5
7	8	6
7	9	10
7	16	5
7	20	9
7	21	2
7	22	9
7	24	1
7	25	11
7	32	12
7	34	7
7	35	1
7	40	3
7	42	1
7	49	5
7	50	11
7	52	2
7	672	9
7	796	2
7	970	8
7	1014	12
7	1126	7
7	1446	5
7	3170	7
7	3805	5
7	4231	6
7	4555	6
7	4789	1
8	4	1
8	5	5
8	13	1
8	18	7
8	20	6
8	22	7
8	29	1
8	37	6
8	38	1
8	39	1
8	43	9
8	48	8
8	353	2
8	946	1
8	1123	4
8	1926	1
8	2355	4
8	3289	1
8	3368	1
8	3431	2
8	4170	1
9	9	5
9	11	1
9	16	1
9	17	1
9	19	6
9	20	5
9	26	1
9	36	6
9	42	1
9	44	7
9	47	3
9	49	1
9	50	7
9	239	8
9	1389	1
9	1627	1
9	2003	8
9	2232	2
9	3169	1
9	3645	4
9	3666	1
10	2	6
10	18	7
10	19	9
10	22	7
10	24	1
10	31	1
10	40	3
10	41	4
10	138	1
10	1367	3
10	1391	8
10	3047	8
10	4168	6
10	4298	2
10	4472	5
10	4880	2
11	6	5
11	8	6
11	18	8
11	19	10
11	24	1
11	29	2
11	30	2
11	50	10
11	896	8
11	1009	8
11	1163	3
11	1300	5
11	1460	7
11	1832	3
11	2040	11
11	3016	4
11	4066	10
12	4	3
12	5	8
12	10	1
12	11	5
12	14	9
12	16	5
12	22	8
12	23	9
12	31	1
12	33	1
12	37	8
12	41	5
12	43	10
12	3394	1
12	3899	5
12	4002	8
12	4274	10
13	9	7
13	12	1
13	19	8
13	21	1
13	22	7
13	28	4
13	32	10
13	36	9
13	38	1
13	45	1
13	46	1
